Supplier Name,Phone Number,Category,URL,Main Image,Gallery,Real Phone,Website,Google Reviews Link,Google Image,Google Rating,Reviews Count,Address
המערה גן אירועים,08-6874222,אולמות וגנים,https://engaged.co.il/המלצות/גן-אירועים-המערה.html,/media/suppliers/08-6874222/img_1.jpg,,08-6874222,,,,nan,nan,"קיבוץ בית גוברין, 79370"
שרי אירועים | saray events,050-5295229,אולמות וגנים,https://engaged.co.il/המלצות/שרי-אירועים.html,/media/suppliers/0505295229/img_1.jpg,/media/suppliers/0505295229/img_2.jpg,050-5295229,https://sarayevents.co.il,,,5.0,9,"פאוור סנטר שער אשקלון, אשקלון, Israel"
ארבע עונות | Arba Onot גן אירועים בדרום,050-3700900,אולמות וגנים,https://engaged.co.il/המלצות/ארבע-עונות-אירועים.html,/media/suppliers/050-3700900/img_1.jpg,/media/suppliers/050-3700900/img_2.jpg,050-3700900,https://lp.arba-onot.co.il,,,nan,1696,קיבוץ ברור חיל
דוריה | Dorya אירועים,08-8505059,אולמות וגנים,https://engaged.co.il/המלצות/דוריה.html,/media/suppliers/08-8505059/img_1.jpg,/media/suppliers/08-8505059/img_2.jpg,08-8505059,https://doryaevent.co.il,,,nan,2684,מתחם דוריה - צמוד למתחם חמי יואב על כביש 35 בין אשקלון לקריית גת
אחוזת דניאל | Ahuzat Daniel אירועים וכנסים,08-9933433,אולמות וגנים,https://engaged.co.il/המלצות/אחוזת-דניאל.html,/media/suppliers/08-9933433/img_1.jpg,,08-9933433,https://ahuzat-daniel.co.il,,,4.4,1491,"HaYogev 1, Netivot, Israel"
טרויה | Troya אירועים,180-0800870,אולמות וגנים,https://engaged.co.il/המלצות/טרויה.html,/media/suppliers/1800-800-870/img_1.jpg,/media/suppliers/1800-800-870/img_2.jpg,180-0800870,https://www.troya-garden.co.il/,,,4.3,2907,"מתחם בני דרום, אשדוד, ישראל"
הופה אירועים | OPA EVENTS,050-3838026,אולמות וגנים,https://engaged.co.il/המלצות/הופה-אירועים.html,/media/suppliers/_972_50-383-8026/img_1.jpg,,050-3838026,https://opa-events.co.il/,,,nan,nan,"מתחם יכין, אשקלון, Israel"
האגם - אירועים בגן הבוטני | haagam אירועים בגן הבוטני,050-5558483,אולמות וגנים,https://engaged.co.il/המלצות/האגם-אירועים-בגן-הבוטני.html,/media/suppliers/050-5558483/img_1.jpg,/media/suppliers/050-5558483/img_2.jpg,050-5558483,https://haagam.co.il,,,4.3,112,"יהודה בורלא 1, ירושלים, ישראל"
גאמוס ריזורט | GAMOS RESORT,073-7586813,אולמות וגנים,https://engaged.co.il/המלצות/גאמוס-ריזורט.html,,,,https://gamos.co.il,,,,,"די זהב 7, פארק ישראל מעלה אדומים"
גן אירועים סרה - SERA | SERA גן אירועים בעמק האלה,077-2305244,אולמות וגנים,https://engaged.co.il/המלצות/גן-אירועים-סרה-sera.html,/media/suppliers/077-2305244/img_1.jpg,/media/suppliers/077-2305244/img_2.jpg,077-2305244,https://sera-events.co.il,,,nan,nan,"Hamelacha 203, Beit Shemesh, Emek HaEla"
הדריה | hdarya אולם וגן אירועים,02-6732255,אולמות וגנים,https://engaged.co.il/המלצות/הדריה.html,/media/suppliers/02-6732255/img_1.jpg,,02-6732255,hdarya.co.il,,,nan,1347,"האומן 2, ירושלים"
יקב פסגות | PSAGOT WINES אירועים,02-9979333,אולמות וגנים,https://engaged.co.il/המלצות/יקב-פסגות.html,/media/suppliers/02-9979333/img_1.jpg,/media/suppliers/02-9979333/img_2.jpg,02-9979333,https://www.psagotwines.com/,,,4.7,965,הכורם 8 א.ת. שער בנימין
חוות עמק איילון,054-6155458,אולמות וגנים,https://engaged.co.il/המלצות/חוות-עמק-איילון.html,/media/suppliers/054-6155458/img_1.jpg,/media/suppliers/054-6155458/img_2.jpg,054-6155458,http://www.hea.co.il,,,nan,nan,מבוא חורון
קדמא נווה אילן | Kedma גן אירועים,02-5700171,אולמות וגנים,https://engaged.co.il/המלצות/קדמא.html,/media/suppliers/02-570-0171/img_1.jpg,/media/suppliers/02-570-0171/img_2.jpg,02-5700171,https://www.kedma-garden.com/,,,4.5,2129,מושב נווה אילן
אמרלד | Emerald גן אירועים אמרלד,02-9924445,אולמות וגנים,https://engaged.co.il/המלצות/אמרלד.html,/media/suppliers/02-992-4445/img_1.jpg,/media/suppliers/02-992-4445/img_2.jpg,02-9924445,https://emeraldgarden.co.il,,,4.5,1846,"פארק תעשיות שורק 14, בית שמש"
גאמוס אירועים | GAMOS EVENTS,077-9972343,אולמות וגנים,https://engaged.co.il/המלצות/גאמוס-אירועים.html,/media/suppliers/077-9972343/img_1.jpg,/media/suppliers/077-9972343/img_2.jpg,077-9972343,https://www.gamos.co.il,,,9.4,180,"די זהב 7, פארק ישראל מעלה אדומים"
וולקאן | Volcan Events גן אירועים,077-2315077,אולמות וגנים,https://engaged.co.il/המלצות/וולקאן.html,/media/suppliers/077-2315077/img_1.jpg,/media/suppliers/077-2315077/img_2.jpg,077-2315077,https://www.volcanevents.co.il,,,4.8,913,"גנרל פייר קניג 39, ירושלים"
עין יעל | Ein yael גן אירועים,02-6451866,אולמות וגנים,https://engaged.co.il/המלצות/גן-אירועים-עין-יעל.html,/media/suppliers/02-6451866/img_1.jpg,/media/suppliers/02-6451866/img_2.jpg,02-6451866,https://einyael.co.il,,,nan,nan,"דרך יצחק מודעי 1, ירושלים"
הבוסתן – גן לאירועים בכפר | bustanbacfar גן לאירועים בכפר,02-6732770,אולמות וגנים,https://engaged.co.il/המלצות/הבוסתן-–-גן-לאירועים-בכפר.html,/media/suppliers/02-6732770/img_1.jpg,,02-6732770,bustanbacfar.co.il,,,nan,nan,"המצפה, אבו גוש"
קסיופאה | Cassiopeia אירועים במרינה בהרצליה,053-9418188,אולמות וגנים,https://engaged.co.il/המלצות/קסיופאה-אירועים.html,/media/suppliers/053-9418188/img_1.jpg,,053-9418188,,,,4.1,870,"השונית 2, הרצליה (קניון ארנה)"
ערוגות הבושם | Arugot Bosem גן אירועים,170-0509999,אולמות וגנים,https://engaged.co.il/המלצות/ערוגות-הבושם.html,/media/suppliers/1-700-509-999/img_1.jpg,/media/suppliers/1-700-509-999/img_2.jpg,170-0509999,https://www.arugotbosem.co.il/,,,4.3,1882,"כביש 4, בכניסה לפארק השרון, חדרה, ישראל"
קיסר ים | Caesar Yam גן אירועים בקסריה,052-9097921,אולמות וגנים,https://engaged.co.il/המלצות/קיסר-ים.html,/media/suppliers/052-909-7921/img_1.jpg,/media/suppliers/052-909-7921/img_2.jpg,052-9097921,https://caesaryam.com,,,4.6,530,נמל קיסריה
אודאון | Odeon - גן אירועים,09-8665151,אולמות וגנים,https://engaged.co.il/המלצות/אודאון.html,/media/suppliers/09-8665151/img_1.jpg,/media/suppliers/09-8665151/img_2.jpg,09-8665151,https://odeon.co.il,,,4.5,1265,"HaMasik St 6, Emek Hefer Industrial Park, Hefer Valley, Israel"
יקבי קיסריה | Yikvey Caesarea אירועים בקיסריה,04-6264644,אולמות וגנים,https://engaged.co.il/המלצות/יקבי-קיסריה-אירועים.html,/media/suppliers/04-626-4644/img_1.jpg,/media/suppliers/04-626-4644/img_2.jpg,04-6264644,https://www.yikvey-caesarea.co.il/,,,4.4,320,"גן הפסלים, נמל קיסריה"
אקו חדרה | ECO גן אירועים,052-9095190,אולמות וגנים,https://engaged.co.il/המלצות/אקו-גן-אירועים.html,/media/suppliers/052-9095190/img_1.jpg,,052-9095190,d-eco.co.il,,,4.2,1580,"בעלי מלאכה 31, חדרה, ישראל"
ג'ונה | Jonah גן אירועים,077-6705000,אולמות וגנים,https://engaged.co.il/המלצות/גונה-נתניה.html,/media/suppliers/077-670-5000/img_1.jpg,,077-6705000,https://www.jonah.co.il/,,,nan,nan,"קהילת צפת 2, נתניה"
חופית | hofit events בית קולינרי לאירועים,077-2305750,אולמות וגנים,https://engaged.co.il/המלצות/חופית.html,/media/suppliers/077-2305750/img_1.jpg,/media/suppliers/077-2305750/img_2.jpg,077-2305750,https://hofit-events.co.il/,,,nan,nan,"קניון אם הדרך, בית חירות, Israel"
ווין אירועים | win events win events,04-6569791,אולמות וגנים,https://engaged.co.il/המלצות/ווין-אירועים.html,/media/suppliers/04-6569791/img_1.jpg,/media/suppliers/04-6569791/img_2.jpg,04-6569791,https://winevents.co.il/,,,4.2,782,"התלם 1, פארק תעשייה, עמק חפר, Israel"
אחוזה בית חנן | Haachuza Beit Hanan גן אירועים,03-9500105,אולמות וגנים,https://engaged.co.il/המלצות/אחוזה-בית-חנן.html,/media/suppliers/03-9500105/img_1.jpg,/media/suppliers/03-9500105/img_2.jpg,03-9500105,https://achuza.co.il,,,4.8,300,"דרך הפקאן, בית חנן, Israel"
קדיתא | Kadita גן אירועים,077-4447129,אולמות וגנים,https://engaged.co.il/המלצות/קדיתא.html,,,,https://kadita-events.co.il/,,,,,המסיק 5 עמק חפר ת.ד 169 מיקוד 3877701
אלכסנדר | Alexander גן ארועים,09-8332266,אולמות וגנים,https://engaged.co.il/המלצות/אלכסנדר.html,/media/suppliers/09-8332266/img_1.jpg,/media/suppliers/09-8332266/img_2.jpg,09-8332266,https://alexander-events.co.il,,,4.7,1000+,"המסיק 2, עמק חפר"
בית | Bait Events גן אירועים,09-7466555,אולמות וגנים,https://engaged.co.il/המלצות/בית-רעננה-אירועים.html,/media/suppliers/09-7466555/img_1.jpg,/media/suppliers/09-7466555/img_2.jpg,09-7466555,https://bait-events.co.il,,,4.5,1420,"HaTa'asiya St 10, Ra'anana, Israel"
גאיה חדרה | Gaya Hadera,055-4539480,אולמות וגנים,https://engaged.co.il/המלצות/גאיה-חדרה.html,/media/suppliers/055-4539480/img_1.jpg,/media/suppliers/055-4539480/img_2.jpg,055-4539480,https://gaya-hadera.co.il,,,4.8,1651,"האומן 12, חדרה"
מתקן צילום 360 צילום 360 לאירועים,,אטרקציות,https://engaged.co.il/המלצות/מתקן-צילום-360.html,,,,https://faceit.co.il/,,,,,
בית על הים | Hous On The Sea חתונה בתל אביב,03-7174666,אולמות וגנים,https://engaged.co.il/המלצות/בית-על-הים.html,/media/suppliers/03-7174666/img_1.jpg,,03-7174666,housea.co.il,,,4.5,1547,"Ruslan Street 1, Tel Aviv-Yafo"
השמורה | shmura גן אירועים בטבע,052-3615165,אולמות וגנים,https://engaged.co.il/המלצות/השמורה.html,/media/suppliers/0523615165/img_1.jpg,,052-3615165,,,,nan,nan,"הזגג 1, חדרה, Israel"
חוות אלנבי | Alenby Events גן אירועים,077-9965086,אולמות וגנים,https://engaged.co.il/המלצות/חוות-אלנבי.html,/media/suppliers/077-9965086/img_1.jpg,/media/suppliers/077-9965086/img_2.jpg,077-9965086,https://www.alenby-events.co.il/,,,4.5,292,קיבוץ נצר סרני
לין הפקות | lin productions החלום שלכם- המציאות שלנו,054-2222222,אולמות וגנים,https://engaged.co.il/המלצות/לין-הפקות.html,/media/suppliers/054-222-2222/img_1.jpg,,054-2222222,https://www.linproductions.co.il/,,,4.9,124,"Tel Aviv-Yafo, Israel"
חלום בחווה | HALOM BAHAVA גן אירועים בטבע,050-5885000,אולמות וגנים,https://engaged.co.il/המלצות/חלום-בחווה.html,/media/suppliers/050-588-5000/img_1.jpg,/media/suppliers/050-588-5000/img_2.jpg,050-5885000,https://halombahava.co.il,,,5.0,19,"צה""ל 100, חדרה"
סנטרל | Central Events מתחם אירועים חדש במרכז,03-6354040,אולמות וגנים,https://engaged.co.il/המלצות/מתחם-האירועים-סנטרל.html,/media/suppliers/03-635-4040/img_1.jpg,/media/suppliers/03-635-4040/img_2.jpg,03-6354040,https://central-events.co.il/,,,4.4,198,"תוצרת הארץ 3, פתח תקווה"
רוקח – מרחב אירועים בתל אביב,03-7449000,אולמות וגנים,https://engaged.co.il/המלצות/רוקח-אירועים.html,C:\Users\123\Desktop\checking-db\Fiesta\fiesta-nextjs\public\uploads\suppliers\רוקח___מרחב_אירועים_בתל_אביב_1785348806_1.jpg,,03-7449000,https://www.rokach-events.co.il/,,,4,58,"שדרות רוקח 101, תל אביב יפו, ישראל"
עדן - גן האירועים | Eden- Events garden& hall גן אירועים מיוחד בשרון,09-7669299,אולמות וגנים,https://engaged.co.il/המלצות/עדן-על-המים-אירועים.html,/media/suppliers/09-7669299/img_1.jpg,/media/suppliers/09-7669299/img_2.jpg,09-7669299,https://www.gan-eden.co.il/,,,4.4,1672,"קיבוץ ניר אליהו, 4584500, ישראל"
ארטיסטה אירועים | Artista תתכוננו להתאהב (בפעם השנייה),052-6098609,אולמות וגנים,https://engaged.co.il/המלצות/ארטיסטה-ארועים.html,/media/suppliers/052-6098609/img_1.jpg,/media/suppliers/052-6098609/img_2.jpg,052-6098609,https://artista-israel.com/,,,4.3,273,"המסגר 22, חדרה"
על הנחל | Al Hanahal Events אירועים תחת כיפת השמיים,052-9095121,אולמות וגנים,https://engaged.co.il/המלצות/על-הנחל.html,/media/suppliers/052-9095121/img_1.jpg,/media/suppliers/052-9095121/img_2.jpg,052-9095121,https://d-eco.co.il,,,4.2,447,"בעלי מלאכה 31, חדרה"
5.91 | events 5.91 אירועים על הים,09-8855555,אולמות וגנים,https://engaged.co.il/המלצות/5-91-אירועים.html,/media/suppliers/09-8855555/img_1.jpg,/media/suppliers/09-8855555/img_2.jpg,09-8855555,https://591.co.il/,,,4.5,916,"שדרות עובד בן עמי 2, נתניה, ישראל"
דה גארדן | The Garden גן אירועים,055-4336295,אולמות וגנים,https://engaged.co.il/המלצות/היקב-גארדן.html,/media/suppliers/055-4336295/img_1.jpg,/media/suppliers/055-4336295/img_2.jpg,055-4336295,https://the-garden.co.il/,,,4.6,102,"שולמית 4, חוף פולג, נתניה"
88 גן אירועים | 88 בעמק חפר,09-8665588,אולמות וגנים,https://engaged.co.il/המלצות/88-גן-אירועים-בעמק.html,/media/suppliers/09-8665588/img_1.jpg,/media/suppliers/09-8665588/img_2.jpg,09-8665588,https://8eighty.co.il/,,,4.4,73,"נחל אלכסנדר 26, עמק חפר"
קאי | kahi resort ריזורט אירועים,077-4446898,אולמות וגנים,https://engaged.co.il/המלצות/קאי-ריזורט-לאירועים.html,,,077-8040442,https://kahi.co.il/,https://www.google.com/search?q=%D7%A7%D7%90%D7%99+kahi+resort+%D7%A8%D7%99%D7%96%D7%95%D7%A8%D7%98+%D7%90%D7%99%D7%A8%D7%95%D7%A2%D7%99%D7%9D+reviews,https://kahi.co.il/wp-content/uploads/2021/06/kahi_wed17-2.jpg,4.5,1795,"השיטה 5, פארק תעשיות עמק חפר"
white אירועים,050-3449944,אולמות וגנים,https://engaged.co.il/המלצות/white-גן-אירועים.html,/media/suppliers/050-3449944/img_1.jpg,/media/suppliers/050-3449944/img_2.jpg,050-3449944,https://white-events.co.il/,,,0.0,0,"תדהר, פרדס חנה כרכור"
קו המים | Kav Hamaim אירועים על הים,077-2312680,אולמות וגנים,https://engaged.co.il/המלצות/אל-ים-וילה-קיארה.html,/media/suppliers/077-2312680/img_1.jpg,/media/suppliers/077-2312680/img_2.jpg,077-2312680,https://kavhamaim.co.il/,,,0.0,0,"פולג, נתניה"
תל יה גן אירועים | Telya גן אירועים,09-8992277,אולמות וגנים,https://engaged.co.il/המלצות/תל-יה-אירועים.html,/media/suppliers/09-8992277/img_1.jpg,/media/suppliers/09-8992277/img_2.jpg,09-8992277,https://telya-events.co.il/,,,0.0,0,תל יצחק
הגן בשפיים | Hagan Beshefayim גן אירועים,053-4254049,אולמות וגנים,https://engaged.co.il/המלצות/הגן-השקוף.html,/media/suppliers/053-4254-049/img_1.jpg,/media/suppliers/053-4254-049/img_2.jpg,053-4254049,https://www.haganbeshefayim.co.il/,,,0.0,0,קיבוץ שפיים
אגדת דשא | Agadat Deshe גן אירועים,04-6372680,אולמות וגנים,https://engaged.co.il/המלצות/אגדת-דשא-אירועים.html,/media/suppliers/04-6372680/img_1.jpg,/media/suppliers/04-6372680/img_2.jpg,04-6372680,https://www.agadat-deshe.co.il/,,,0.0,0,"דרך פיק""א 1, פרדס חנה-כרכור"
לימאי | Limai אירועים חדרה,052-9123805,אולמות וגנים,https://engaged.co.il/המלצות/לימאי.html,/media/suppliers/052-9123805/img_1.jpg,/media/suppliers/052-9123805/img_2.jpg,052-9123805,https://limai-events.co.il/,,,0.0,0,"הרב עוזיאל 7, חדרה"
